name,affiliation,homepage,scholarid
Alex Yarovoy,University of Haifa,,NOSCHOLARPAGE
Alexander G. Nikolaev,State University of New York at Buffalo,,NOSCHOLARPAGE
Alexander G. Tartakovsky,University of Connecticut,,NOSCHOLARPAGE
Alexander Gutfraind,University of Illinois at Chicago,,NOSCHOLARPAGE
Alexander Robertson,University of Edinburgh,,NOSCHOLARPAGE
Alexander Veremyev,University of Florida,,NOSCHOLARPAGE
Alexandra Marin,University of Toronto,,NOSCHOLARPAGE
Alexandre Hannud Abdo,University of São Paulo,,NOSCHOLARPAGE
Alexia Gaudeul,Max Planck Institute,,NOSCHOLARPAGE
Alfredo Jose Morales,Polytechnic University of Madrid,,NOSCHOLARPAGE
Ali Hamzeh,Shiraz University,,NOSCHOLARPAGE
Ali Li,Ludong University,,NOSCHOLARPAGE
Alina Lungeanu,Pennsylvania State University,,NOSCHOLARPAGE
Alireza Farasat,University at Buffalo,,NOSCHOLARPAGE
Alireza Louni,Stevens Institute of Technology,,NOSCHOLARPAGE
Alison Albin,Johns Hopkins University,,NOSCHOLARPAGE
Alistair G. Sutcliffe,University of Manchester,,NOSCHOLARPAGE
Allison B. Duke,Lipscomb University,,NOSCHOLARPAGE
Alois Ferscha,Johannes Kepler University,,NOSCHOLARPAGE
Alon Bartal,Ben Gurion University of the Negev,,NOSCHOLARPAGE
Alon Sela,Ariel University,,NOSCHOLARPAGE
Alun D. Preece,Cardiff University,,NOSCHOLARPAGE
Alyssa M. Yetter,Pennsylvania State University,,NOSCHOLARPAGE
Alysson Alves de Lima,UFPE,,NOSCHOLARPAGE
Amal Ponathil,Clemson University,,NOSCHOLARPAGE
Amalya L. Oliver,The Hebrew University,,NOSCHOLARPAGE
Ameer Hamza Khan,The Hong Kong Polytechnic University,,NOSCHOLARPAGE
Ami R. Moore,University of North Texas,,NOSCHOLARPAGE
Amir Ebrahimi Fard,TU Delft,,NOSCHOLARPAGE
Amit Bhaya,Federal University of Rio de Janeiro,,NOSCHOLARPAGE
Amit P. Sheth,University of South Carolina,,NOSCHOLARPAGE
Amitava Datta,University of Western Australia,,NOSCHOLARPAGE
Amos Azaria,Carnegie Mellon University,,NOSCHOLARPAGE
Amro Khasawneh,Johns Hopkins University,,NOSCHOLARPAGE
Amy Hukin,University of Sheffield,,NOSCHOLARPAGE
An Boeren,University of Leuven,,NOSCHOLARPAGE
Ana Salomé García Muñiz,University of Oviedo,,NOSCHOLARPAGE
Anand E. Sokhey,University of Colorado,,NOSCHOLARPAGE
Anastasios D. Doulamis,University of Athens,,NOSCHOLARPAGE
Anatoliy A. Gruzd,Dalhousie University,,NOSCHOLARPAGE
Andi Wang,Northeastern University,,NOSCHOLARPAGE
András Vörös 0002,ETH Zurich,,NOSCHOLARPAGE
André F. Gygax,University of Melbourne,,NOSCHOLARPAGE
Andrea Austin,Brown University,,NOSCHOLARPAGE
Andrea Baronchelli,City University London,,NOSCHOLARPAGE
Andrea De Salve,University of Palermo,,NOSCHOLARPAGE
Andrea Flori,Politecnico di Milano,,NOSCHOLARPAGE
Andrea Forte,Drexel University,,NOSCHOLARPAGE
Andrea L. Kavanaugh,Virginia Tech,,NOSCHOLARPAGE
Andrea M. Hussong,University of North Carolina,,NOSCHOLARPAGE
Andrea Michienzi,University of Pisa,,NOSCHOLARPAGE
Andrea Passarella,Institute of Informatics and Telematics of CNR,,NOSCHOLARPAGE
Andrea Röper,Utrecht University,,NOSCHOLARPAGE
Andrea Tagarelli,University of Calabria,,NOSCHOLARPAGE
Andreas Flache,University of Groningen,,NOSCHOLARPAGE
Andreas Geyer-Schulz,University of Groningen,,NOSCHOLARPAGE
Andreas Herz,University of Hildesheim,,NOSCHOLARPAGE
Andreas Hotho,Julius Maximilians University Würzburg,,NOSCHOLARPAGE
Andreas Kotsios,Uppsala University,,NOSCHOLARPAGE
Andreas Tutic,University of Leipzig,,NOSCHOLARPAGE
Andreas Wimmer,University of California - Los Angeles,,NOSCHOLARPAGE
Andrej Mrvar,University of Ljubljana,,NOSCHOLARPAGE
Andrés Cardona,Bielefeld University,,NOSCHOLARPAGE
Andres Felipe Zambrano,University of Los Andes,,NOSCHOLARPAGE
Andrew J. Slaughter,US Army Research Institute for the Behavioral and Social Sciences,,NOSCHOLARPAGE
Andrew Parker 0003,University of Exeter,,NOSCHOLARPAGE
Andrew Slaughter,US Army Research Institute for the Behavioral and Social Sciences,,NOSCHOLARPAGE
Andrew V. Papachristos,Yale University,,NOSCHOLARPAGE
Ang Liu,University of New South Wales,,NOSCHOLARPAGE
Angela Bohn,Institute for Statistics and Mathematics,,NOSCHOLARPAGE
Angela Mariuccia Andriano,University of Foggia,,NOSCHOLARPAGE
Angelo Sifaleras,University of Macedonia,,NOSCHOLARPAGE
Anh Ta,University of North Texas,,NOSCHOLARPAGE
Animesh Mukherjee 0001,IIT Kharagpur,,NOSCHOLARPAGE
Anindya S. Chakrabarti,Indian Institute of Management,,NOSCHOLARPAGE
Anja Dirkzwager,Netherlands Institute for the Study of Crime and Law enforcement (NSCR),,NOSCHOLARPAGE
Anja Subasic,Dartmouth College,,NOSCHOLARPAGE
Anja Znidarsic,University of Maribor,,NOSCHOLARPAGE
Ankan Mullick,Microsoft,,NOSCHOLARPAGE
Anke Munniksma,University of Amsterdam,,NOSCHOLARPAGE
Anna Fruzsina Gyor,Corvinus University of Budapest,,NOSCHOLARPAGE
Anna L. Smith,Ohio State University,,NOSCHOLARPAGE
Anna Nieboer,Institute of Health Policy and Management,,NOSCHOLARPAGE
Anna Priante,University of Twente,,NOSCHOLARPAGE
Anna Rácz,Semmelweis University,,NOSCHOLARPAGE
Anna Torriero,Università Cattolica del Sacro Cuore,,NOSCHOLARPAGE
Annatina Aerne,University of St. Gallen,,NOSCHOLARPAGE
Anne Carolin Fleischmann,University of Southern California,,NOSCHOLARPAGE
Annie Cody Holdren,University of California - Los Angeles,,NOSCHOLARPAGE
Annie Waldherr,University of Münster,,NOSCHOLARPAGE
Anshul Sawant,Google,,NOSCHOLARPAGE
Anthea Bill,University of Newcastle,,NOSCHOLARPAGE
Anton Grau Larsen,Copenhagen Business School,,NOSCHOLARPAGE
Antonia Russo,Mediterranea University of Reggio Calabria,,NOSCHOLARPAGE
Antonio D. Sirianni,Dartmouth College,,NOSCHOLARPAGE
António J. Santos,ISPA University Institute of Psychological Sciences,,NOSCHOLARPAGE
Antonio Lopolito,University of Foggia,,NOSCHOLARPAGE
Antonio Luca Alfeo,University of Pisa,,NOSCHOLARPAGE
Antonio Páez,McMaster University,,NOSCHOLARPAGE
Antonio Stasi,University of Foggia,,NOSCHOLARPAGE
Antonius H. N. Cillessen,Radboud University,,NOSCHOLARPAGE
Anup K. Kalia,IBM,,NOSCHOLARPAGE
Anura P. Jayasumana,Colorado State University,,NOSCHOLARPAGE
Anurag Shandilya,IIT Kharagpur,,NOSCHOLARPAGE
Anuska Ferligoj,University of Ljubljana,,NOSCHOLARPAGE
Anwar Walid,Nokia Bell Labs,,NOSCHOLARPAGE
Aparna Sankaran Srinath,Boise State University,,NOSCHOLARPAGE
Aram Galstyan,University of Southern California,,NOSCHOLARPAGE
Arash Ghayoori,University of Illinois at Urbana–Champaign,,NOSCHOLARPAGE
Areej Alsini,University of Western Australia,,NOSCHOLARPAGE
Ariana Need,University of Twente,,NOSCHOLARPAGE
Ariella Richardson,Lev Academic Center,,NOSCHOLARPAGE
Arijit Sur,IIT Guwahati,,NOSCHOLARPAGE
Aristides Gionis,Aalto University,,NOSCHOLARPAGE
Arkady B. Zaslavsky,CSIRO,,NOSCHOLARPAGE
Arkaitz Zubiaga,University of Warwick,,NOSCHOLARPAGE
Arman Kabiri,University of New Brunswick,,NOSCHOLARPAGE
Armin Bernstetter,Julius Maximilians University Würzburg,,NOSCHOLARPAGE
Arnim Bleier,GESIS - Leibniz Institute for the Social Sciences,,NOSCHOLARPAGE
Arnout van de Rijt,Stony Brook University,,NOSCHOLARPAGE
Aron Lindberg,Stevens Institute of Technology,,NOSCHOLARPAGE
Arshad Muhammad 0001,Sohar University,,NOSCHOLARPAGE
Arthi Ramachandran,University of Chicago,,NOSCHOLARPAGE
Arthur Schram,University of Amsterdam,,NOSCHOLARPAGE
Arun Sundararajan,York University,,NOSCHOLARPAGE
Arunabha Sen,Arizona State University,,NOSCHOLARPAGE
Arushi Gupta,University of Cincinnati,,NOSCHOLARPAGE
Arvid Alexander Eichner,Goethe University Frankfurt,,NOSCHOLARPAGE
Arwen H. DeCostanza,U.S. Army Research Laboratory,,NOSCHOLARPAGE
Arye Nehorai,Washington University in St. Louis,,NOSCHOLARPAGE
Asaf Shabtai,Ben-Gurion University of the Negev,,NOSCHOLARPAGE
Asgarali Bouyer,Azarbaijan Shahid Madani University,,NOSCHOLARPAGE
Ashish Sharma 0004,IIT Kharagpur,,NOSCHOLARPAGE
Ashley R. Dainas,University of Indiana Bloomington,,NOSCHOLARPAGE
Ashton M. Verdery,Pennsylvania State University,,NOSCHOLARPAGE
Ashwin Kucheriya,State University of New York at Buffalo,,NOSCHOLARPAGE
Assadaporn Sapsomboon,Chulalongkorn University,,NOSCHOLARPAGE
Ata Ullah,National University of Modern Languages,,NOSCHOLARPAGE
Athina Thanou,University of Athens,,NOSCHOLARPAGE
Austin L. Toombs,Purdue University,,NOSCHOLARPAGE
Aviad Elyashar,Ben-Gurion University of the Negev,,NOSCHOLARPAGE
Avijit Gayen,IIT Patna,,NOSCHOLARPAGE
Aviral Shrivastava,IIT Kharagpur,,NOSCHOLARPAGE
Avner Bar-Hen,University Paris Descartes,,NOSCHOLARPAGE
Axel Franzen,University of Bern,,NOSCHOLARPAGE
Ayan Kumar Bhowmick,IIT Kharagpur,,NOSCHOLARPAGE
Aymen Hamrouni,University of Carthage,,NOSCHOLARPAGE
B. S. Manoj 0001,Indian Institute of Space Science and Technology,,NOSCHOLARPAGE
Babar Shah,Zayed University,,NOSCHOLARPAGE
Balakrishnan Narayanaswamy,Indian Institute of Science,,NOSCHOLARPAGE
Balasubramaniam Thirunavukarasu,Queensland University of Technology,,NOSCHOLARPAGE
Balázs Kovács,Yale University,,NOSCHOLARPAGE
Bálint Néray,Hungarian Academy of Sciences,,NOSCHOLARPAGE
Baocheng Geng,Syracuse University,,NOSCHOLARPAGE
Baoying Huang,Macau University of Science and Technology,,NOSCHOLARPAGE
Barbara B. Brewer,University of Arizona,,NOSCHOLARPAGE
Barbara Entwisle,University of North Carolina,,NOSCHOLARPAGE
Barbara Guidi,University of Pisa,,NOSCHOLARPAGE
Barbara Pfetsch,FU Berlin,,NOSCHOLARPAGE
Barry Markovsky,University of South Carolina,,NOSCHOLARPAGE
Barry Wellman,University of Toronto,,NOSCHOLARPAGE
Bart Husslage,Fontys University of Applied Sciences,,NOSCHOLARPAGE
Bart Van de Putte,Ghent University,,NOSCHOLARPAGE
Bartel A. Van de Walle,TU Delft,,NOSCHOLARPAGE
Bas Hofstra,Stanford University,,NOSCHOLARPAGE
Basak Bilecen,Bielefeld University,,NOSCHOLARPAGE
Bassem Makni,IBM,,NOSCHOLARPAGE
Bay-Yuan Hsu,University of California - Santa Barbara,,NOSCHOLARPAGE
Beata Dávid,Hungarian Academy of Sciences,,NOSCHOLARPAGE
Beata Lopaciuk-Gonczaryk,University of Warsaw,,NOSCHOLARPAGE
Beate Volker,Utrecht University,,NOSCHOLARPAGE
Beate Völker,University of Amsterdam,,NOSCHOLARPAGE
Beatriz Ramirez-Salazar,University of Guanajuato,,NOSCHOLARPAGE
Beau Dabbs,Carnegie Mellon University,,NOSCHOLARPAGE
Behrouz Jedari,Dalian University of Technology,,NOSCHOLARPAGE
Behrouz Tork Ladani,University of Isfahan,,NOSCHOLARPAGE
Béla Janky,Budapest University of Technology and Economics,,NOSCHOLARPAGE
Belinda Yuen,Singapore University of Technology and Design,,NOSCHOLARPAGE
Bella Struminskaya,Utrecht University,,NOSCHOLARPAGE
Benjamin Cornwell,Cornell University,,NOSCHOLARPAGE
Benjamin Cowley 0001,University of Helsinki,,NOSCHOLARPAGE
Benjamin D. Horne,Rensselaer Polytechnic Institute,,NOSCHOLARPAGE
Benjamin D. Zablocki,Rutgers University,,NOSCHOLARPAGE
Benjamin Lubin,Boston University,,NOSCHOLARPAGE
Benjamin W. Campbell,Ohio State University,,NOSCHOLARPAGE
Benjamin W. K. Hung,Colorado State University,,NOSCHOLARPAGE
Beom Jun Kim,Ajou University,,NOSCHOLARPAGE
Berat A. Erol,University of Texas at San Antonio,,NOSCHOLARPAGE
Bernard Grofman,University of California - Irvine,,NOSCHOLARPAGE
Bernard J. Jansen,Qatar Computing Research Institute,,NOSCHOLARPAGE
Bernardo A. Huberman,HP Labs,,NOSCHOLARPAGE
Bernd Heidergott,VU University,,NOSCHOLARPAGE
Bernhard Leidner,University of Massachusetts,,NOSCHOLARPAGE
Bernice A. Pescosolido,Indiana University,,NOSCHOLARPAGE
Bernie Hogan,University of Oxford,,NOSCHOLARPAGE
Bert De Cuyper,KU Leuven,,NOSCHOLARPAGE
Beth Molnar,Northeastern University,,NOSCHOLARPAGE
Bettina Hoser,University of Karlsruhe (TH),,NOSCHOLARPAGE
Bill Mitchell,University of Newcastle,,NOSCHOLARPAGE
Billy Pik Lik Lau,Singapore University of Technology and Design,,NOSCHOLARPAGE
Bin Hu 0001,Lanzhou University,,NOSCHOLARPAGE
Bin Ning,Beijing Jiaotong University,,NOSCHOLARPAGE
Bin Wu 0001,Beijing University of Posts and Telecommunications,,NOSCHOLARPAGE
Binbin Hu,Beijing University of Posts and Telecommunications,,NOSCHOLARPAGE
Bing-Chuan Wang,City University of Hong Kong,,NOSCHOLARPAGE
Bingxu Zhao,Yantai University,,NOSCHOLARPAGE
Binyao Duan,University of Science and Technology of China,,NOSCHOLARPAGE
Bivas Mitra,IIT Kharagpur,,NOSCHOLARPAGE
Blake C. Stacey,New England Complex Systems Institute,,NOSCHOLARPAGE
Bo An 0001,Nanyang Technological University,,NOSCHOLARPAGE
Bo Liu 0024,University of Auckland,,NOSCHOLARPAGE
Bo Xu 0008,Dalian University of Technology,,NOSCHOLARPAGE
Bo Yang 0034,Tongji University,,NOSCHOLARPAGE
Bo Zhang 0004,Shanghai Normal University,,NOSCHOLARPAGE
Bo Zhou 0001,Liverpool John Moores University,,NOSCHOLARPAGE
Bo-Han Yan,Henan University of Economics and Law,,NOSCHOLARPAGE
Bogdan Carbunar,Florida International University,,NOSCHOLARPAGE
Bogdan Dit,Boise State University,,NOSCHOLARPAGE
Bogoan Kim,Ajou University,,NOSCHOLARPAGE
Bogumil Kaminski,Institute of Econometrics,,NOSCHOLARPAGE
Boleslaw K. Szymanski,Rensselaer Polytechnic Institute,,NOSCHOLARPAGE
Boyi Xu,Shanghai Jiao Tong University,,NOSCHOLARPAGE
Bradley Crouch,University of Illinois at Urbana-Champaign,,NOSCHOLARPAGE
Brandon Brooks,Michigan State University,,NOSCHOLARPAGE
Brandy Aven,Carnegie Mellon University,,NOSCHOLARPAGE
Brea L. Perry,Indiana University,,NOSCHOLARPAGE
Brendan Nyhan,University of Michigan,,NOSCHOLARPAGE
Brent Simpson,University of South Carolina,,NOSCHOLARPAGE
Brett Snider,University of Guelph,,NOSCHOLARPAGE
Brian Carolan,City University of New York,,NOSCHOLARPAGE
Brian E. Vaughn,Auburn University,,NOSCHOLARPAGE
Brian F. Schaffner,University of Massachusetts,,NOSCHOLARPAGE
Brian Francis,Lancaster University,,NOSCHOLARPAGE
Brian Keegan,University of Colorado,,NOSCHOLARPAGE
Brian Rubineau,McGill University,,NOSCHOLARPAGE
Brian S. Mustanski,Northwestern University,,NOSCHOLARPAGE
Brigham S. Anderson,Carnegie Mellon University,,NOSCHOLARPAGE
Brijesh Singh,IIT Guwahati,,NOSCHOLARPAGE
Britta Renner,University of Konstanz,,NOSCHOLARPAGE
Britta Ruhnau,University of Dortmund,,NOSCHOLARPAGE
Brooke Foucault Welles,Northeastern University,,NOSCHOLARPAGE
Bruce A. Desmarais,Pennsylvania State University,,NOSCHOLARPAGE
Bruce C. Straits,University of California - Santa Barbara,,NOSCHOLARPAGE
Bruce Cronin,University of Greenwich,,NOSCHOLARPAGE
C. Christina Mehta,Emory University,,NOSCHOLARPAGE
C. Deniz Yenigün,Istanbul Bilgi University,,NOSCHOLARPAGE
C. Prem Sankar,University of Kerala,,NOSCHOLARPAGE
C. S. Shaijumon,Indian Institute of Space Science and Technology,,NOSCHOLARPAGE
Cai Fu,Huazhong University of Science and Technology,,NOSCHOLARPAGE
Caitlin E. Hughes,UNSW,,NOSCHOLARPAGE
Caitlin Porter,Purdue University,,NOSCHOLARPAGE
Caiwei Yuan,Harbin Institute of Technology,,NOSCHOLARPAGE
Camellia Sarkar,IIT Indore,,NOSCHOLARPAGE
Camille Roth,CNRS,,NOSCHOLARPAGE
Carl A. Latkin,Johns Hopkins University,,NOSCHOLARPAGE
Carl Nordlund,Linköping University,,NOSCHOLARPAGE
Carlene Wilson,Flinders University,,NOSCHOLARPAGE
Carlo Lipizzi,Stevens Institute of Technology,,NOSCHOLARPAGE
Carlo Morselli,University of Montreal,,NOSCHOLARPAGE
Carlo Piccardi,Politecnico di Milano,,NOSCHOLARPAGE
Carlos Lozares,Autonomous University of Barcelona,,NOSCHOLARPAGE
Carmen Ramos Carvajal,University of Oviedo,,NOSCHOLARPAGE
Carol Lynn Martin,Arizona State University,,NOSCHOLARPAGE
Carol Xiaojuan Ou,Tilburg University,,NOSCHOLARPAGE
Caroline Acker,Carnegie Mellon University,,NOSCHOLARPAGE
Carolyn J. Anderson,University of Illinois at Urbana-Champaign,,NOSCHOLARPAGE
Carter T. Butts,University of California - Irvine,,NOSCHOLARPAGE
Cassie McMillan,Pennsylvania State University,,NOSCHOLARPAGE
Caterina Giannetti,University of Bologna,,NOSCHOLARPAGE
Catherine A. Calder,Ohio State University,,NOSCHOLARPAGE
Catherine Riegle-Crumb,University of Texas at Austin,,NOSCHOLARPAGE
Catherine T. Shea,Carnegie Mellon University,,NOSCHOLARPAGE
Catholijn M. Jonker,Leiden University,,NOSCHOLARPAGE
Cécile Emery,London School of Economics and Political Science,,NOSCHOLARPAGE
Cecilia Menjívar,University of Kansas,,NOSCHOLARPAGE
Ceyhun Eksin,Georgia Institute of Technology,,NOSCHOLARPAGE
Chaitanya Shivade,Amazon Inc.,,NOSCHOLARPAGE
Chamil Kulatunga,University College Dublin,,NOSCHOLARPAGE
Chandra Muller,University of Texas at Austin,,NOSCHOLARPAGE
Changbing Tang,Zhejiang Normal University,,NOSCHOLARPAGE
Changjun Jiang,Tongji University,,NOSCHOLARPAGE
Changqi Wang,Tongji University,,NOSCHOLARPAGE
Changqing Luo,Virginia Commonwealth University,,NOSCHOLARPAGE
Chao Chen 0015,Deakin University,,NOSCHOLARPAGE
Chao Liang,York University,,NOSCHOLARPAGE
Chaochao Li,Zhengzhou University,,NOSCHOLARPAGE
Chaodong Wang,Tongji University,,NOSCHOLARPAGE
Chaojie Ji,Chinese Academy of Sciences,,NOSCHOLARPAGE
Chaoxi Li,Shenzhen University,,NOSCHOLARPAGE
Charith Perera,Open University,,NOSCHOLARPAGE
Charles Carroll,University of Groningen,,NOSCHOLARPAGE
Charles F. Mann,Southern Methodist University,,NOSCHOLARPAGE
Charles J. Gomez,Stanford University,,NOSCHOLARPAGE
Charles Kadushin,Brandeis University,,NOSCHOLARPAGE
Charles M. Macal,Argonne National Laboratory,,NOSCHOLARPAGE
Charlotte Struyve,KU Leuven,,NOSCHOLARPAGE
Chau Yuen,Singapore University of Technology and Design,,NOSCHOLARPAGE
Chelsea C. White III,Georgia Institute of Technology,,NOSCHOLARPAGE
Chen Diao,Ningxia University,,NOSCHOLARPAGE
Chen Lv,Cranfield University,,NOSCHOLARPAGE
Chen Wang 0011,Huazhong University of Science and Technology,,NOSCHOLARPAGE
Chen Wang 0042,Northeastern University,,NOSCHOLARPAGE
Chenbo Fu,Zhejiang University,,NOSCHOLARPAGE
Cheng Guo 0001,Dalian University of Technology,,NOSCHOLARPAGE
Cheng Long,Nanyang Technological University,,NOSCHOLARPAGE
Cheng Wang 0001,Tongji University,,NOSCHOLARPAGE
Cheng Wang 0010,University of Notre Dame,,NOSCHOLARPAGE
Cheng-Shang Chang,National Tsing Hua University,,NOSCHOLARPAGE
Cheng-Te Li,National Cheng Kung University,,NOSCHOLARPAGE
Cheng-Zhong Xu 0001,Chinese Academy of Sciences,,NOSCHOLARPAGE
Chengjue Yuan,Shanghai Jiao Tong University,,NOSCHOLARPAGE
Chengwei Liu,University of Warwick,,NOSCHOLARPAGE
Chengwen Luo 0001,Shenzhen University,,NOSCHOLARPAGE
Chenhan Zhang,University of Technology Sydney,,NOSCHOLARPAGE
Chenwang Zheng,Beijing Jiaotong University,,NOSCHOLARPAGE
Cherie Noteboom,Dakota State University,,NOSCHOLARPAGE
Chetan Harichandra Mendhe,Lakehead University,,NOSCHOLARPAGE
Chi Harold Liu,Beijing Institute of Technology,,NOSCHOLARPAGE
Chia-Yu Lin,Yuan Ze University,,NOSCHOLARPAGE
Chiara Broccatelli,University of Glasgow,,NOSCHOLARPAGE
Chiara Pulice,Dartmouth College,,NOSCHOLARPAGE
Chien-Te Wu,National Taiwan University,,NOSCHOLARPAGE
Chih-Hang Wu,Kansas State University,,NOSCHOLARPAGE
Chih-Ping Chou,University of Southern California,,NOSCHOLARPAGE
Chih-Ya Shen,National Tsing Hua University,,NOSCHOLARPAGE
Ching-Chu Huang,National Tsing Hua University,,NOSCHOLARPAGE
Ching-Ling Cheng,National Taiwan Normal University,,NOSCHOLARPAGE
Chloé Meredith,KU Leuven,,NOSCHOLARPAGE
Chloé Provost,University of Montreal,,NOSCHOLARPAGE
Chris Baerveldt,University of Utrecht,,NOSCHOLARPAGE
Chris Hankin,Imperial College London,,NOSCHOLARPAGE
Chris J. Lintott,University of Oxford,,NOSCHOLARPAGE
Chris Muelder,University of California - Davis,,NOSCHOLARPAGE
Chris Phethean,University of Southampton,,NOSCHOLARPAGE
Chris Snijders,Eindhoven University of Technology,,NOSCHOLARPAGE
Christian Aßmann,University of Bamberg,,NOSCHOLARPAGE
Christian Buchta,Institute for Service Marketing and Tourism,,NOSCHOLARPAGE
Christian E. G. Steglich,University of Groningen,,NOSCHOLARPAGE
Christian Henning,University of Kiel,,NOSCHOLARPAGE
Christian R. Shelton,University of California - Riverside,,NOSCHOLARPAGE
Christian Steglich,University of Groningen,,NOSCHOLARPAGE
Christian Tallberg,Stockholm University,,NOSCHOLARPAGE
Christina Prell,University of Maryland - College Park,,NOSCHOLARPAGE
Christina Salmivalli,University of Turku,,NOSCHOLARPAGE
Christofer R. Edling,Lund University,,NOSCHOLARPAGE
Christoph H. Loch,HP Labs,,NOSCHOLARPAGE
Christoph Houman Ellersgaard,Copenhagen Business School,,NOSCHOLARPAGE
Christoph Stadtfeld,ETH Zurich,,NOSCHOLARPAGE
Christophe Vandeviver,Ghent University,,NOSCHOLARPAGE
Christopher C. Yang,Drexel University,,NOSCHOLARPAGE
Christopher J. Cameron,Cornell University,,NOSCHOLARPAGE
Christopher L. Magee,Massachusetts Institute of Technology,,NOSCHOLARPAGE
Christopher Marquis,Harvard University,,NOSCHOLARPAGE
Christopher McCarty,University of Florida,,NOSCHOLARPAGE
Christopher R. Browning,Ohio State University,,NOSCHOLARPAGE
Christopher Steven Marcum,National Human Genome Research Institute,,NOSCHOLARPAGE
Christopher Sukhu,University of Chicago,,NOSCHOLARPAGE
ChuanRen Liu,University of Tennessee,,NOSCHOLARPAGE
Chun Xu,Sichuan University,,NOSCHOLARPAGE
Chunbo Luo,University of Exeter,,NOSCHOLARPAGE
Chungang Yan,Tongji University,,NOSCHOLARPAGE
Chunhua Gu,Shanghai University,,NOSCHOLARPAGE
Chunming Rong,University of Stavanger,,NOSCHOLARPAGE
Chunxiang Xu,UESTC,,NOSCHOLARPAGE
Chyi-In Wu,Academia Sinica,,NOSCHOLARPAGE
Ciro Cattuto,Institute for Scientific Interchange (ISI) Foundation,,NOSCHOLARPAGE
Claire Bidart,CNRS,,NOSCHOLARPAGE
Claude S. Fischer,University of California - Berkeley,,NOSCHOLARPAGE
