name,affiliation,homepage,scholarid
Jason Kaufman,Harvard University,,NOSCHOLARPAGE
Jason M. Morawski,University of Alberta,,NOSCHOLARPAGE
Jason M. Smith,Utah State University,,NOSCHOLARPAGE
Jason Owen-Smith,University of Michigan,,NOSCHOLARPAGE
Jason W. Morgan,Ohio State University,,NOSCHOLARPAGE
Jasper L. de Bie,Leiden University,,NOSCHOLARPAGE
Javier Ávila,Autonomous University of Barcelona,,NOSCHOLARPAGE
Javier Borge-Holthoefer,Open University,,NOSCHOLARPAGE
Javier Borondo,Polytechnic University of Madrid,,NOSCHOLARPAGE
Jean McGuire,Northeastern University,,NOSCHOLARPAGE
Jean-Charles Delvenne,Catholic University,,NOSCHOLARPAGE
Jean-Philippe Cointet,ISC-PIF,,NOSCHOLARPAGE
Jed R. Brubaker,University of Colorado,,NOSCHOLARPAGE
Jeff S. Shamma,King Abdullah University of Science and Technology,,NOSCHOLARPAGE
Jeffrey A. Hall,University of Kansas,,NOSCHOLARPAGE
Jeffrey A. Smith,University of Nebraska,,NOSCHOLARPAGE
Jeffrey C. Johnson,East Carolina University,,NOSCHOLARPAGE
Jeffrey Cormier,University of Western Ontario,,NOSCHOLARPAGE
Jeffrey Lienert,National Human Genome Research Institute,,NOSCHOLARPAGE
Jeffrey Reminga,Carnegie Mellon University,,NOSCHOLARPAGE
Jennifer A. Stoloff,University of North Carolina,,NOSCHOLARPAGE
Jennifer B. Unger,University of Southern California,,NOSCHOLARPAGE
Jennifer Golbeck,University of Maryland - College Park,,NOSCHOLARPAGE
Jennifer L. Glanville,University of North Carolina,,NOSCHOLARPAGE
Jennifer L. Merluzzi,Tulane University,,NOSCHOLARPAGE
Jennifer Lawlor,University of Michigan,,NOSCHOLARPAGE
Jennifer M. Badham,Queen's University Belfast,,NOSCHOLARPAGE
Jennifer Salau,Christian-Albrechts-University,,NOSCHOLARPAGE
Jennifer Watling Neal,Michigan State University,,NOSCHOLARPAGE
Jenny Chalmers,UNSW,,NOSCHOLARPAGE
Jens F. Binder,Nottingham Trent University,,NOSCHOLARPAGE
Jens Rydgren,Stockholm University,,NOSCHOLARPAGE
Jeong-Yoo Kim,Kyung Hee University,,NOSCHOLARPAGE
JeongGil Ko,Yonsei University,,NOSCHOLARPAGE
Jeremy Cohen,Imperial College London,,NOSCHOLARPAGE
Jeremy E. Thompson,Dartmouth College,,NOSCHOLARPAGE
Jeremy M. Koster,University of Cincinnati,,NOSCHOLARPAGE
Jeremy Mennis,Temple University,,NOSCHOLARPAGE
Jeremy R. Cole,Google,,NOSCHOLARPAGE
Jeroen Bruggeman,University of Amsterdam,,NOSCHOLARPAGE
Jeroen K. Vermunt,Tilburg University,,NOSCHOLARPAGE
Jeroen Weesie,Utrecht University,,NOSCHOLARPAGE
Jesper J. Rözer,Dutch Institute for Social Science Research (SCP),,NOSCHOLARPAGE
Jesse M. Fagan,University of Kent,,NOSCHOLARPAGE
Jesse Shore,Boston University,,NOSCHOLARPAGE
Jessica A. Crowe,Washington State University,,NOSCHOLARPAGE
Jessica Vitak,University of Maryland - College Park,,NOSCHOLARPAGE
Jesús María Godoy,University of Ibagué,,NOSCHOLARPAGE
Jette Schröder,GESIS - Leibniz Institute for the Social Sciences,,NOSCHOLARPAGE
Ji Li 0007,Georgia State University,,NOSCHOLARPAGE
Ji Liu 0001,Stony Brook University,,NOSCHOLARPAGE
Ji Ma 0003,Indiana University,,NOSCHOLARPAGE
Ji Youn (Rose) Kim,University of Kent,,NOSCHOLARPAGE
Jia Yang,Huazhong University of Science and Technology,,NOSCHOLARPAGE
Jia-Ping Huang,Shenzhen University,,NOSCHOLARPAGE
Jiachen Hou,Qingdao Academy of Intelligent Industries,,NOSCHOLARPAGE
Jiadong Guo,PLA Strategic Support Force Information Engineering University,,NOSCHOLARPAGE
Jiafu Jiang,Changsha University of Science and Technology,,NOSCHOLARPAGE
Jiahui Chen 0003,Hunan University,,NOSCHOLARPAGE
Jialin Hua,Beijing Jiaotong University,,NOSCHOLARPAGE
Jian An,Xi'an Jiaotong University,,NOSCHOLARPAGE
Jian Li 0032,Tongji University,,NOSCHOLARPAGE
Jian Xu 0004,Northeastern University,,NOSCHOLARPAGE
Jianfeng Lu 0002,Wuhan University,,NOSCHOLARPAGE
Jianfeng Ma 0001,Xidian University,,NOSCHOLARPAGE
Jianhua Li 0001,Shanghai Jiao Tong University,,NOSCHOLARPAGE
Jianlei Lang,Beijing University of Technology,,NOSCHOLARPAGE
Jianlong Zhou,University of Technology Sydney,,NOSCHOLARPAGE
Jianmin Ma,Hebei Normal University,,NOSCHOLARPAGE
Jianqiang Li 0001,Shenzhen University,,NOSCHOLARPAGE
Jianqiang Li 0002,Beijing University of Technology,,NOSCHOLARPAGE
Jianxi Luo,Singapore University of Technology and Design,,NOSCHOLARPAGE
Jianxin Li 0001,Deakin University,,NOSCHOLARPAGE
Jianxin Li 0002,Beihang University,,NOSCHOLARPAGE
Jianxiong Guo,University of Texas at Dallas,,NOSCHOLARPAGE
Jiaying Gong,Virginia Polytechnic Institute and State University,,NOSCHOLARPAGE
Jiaying Liu 0006,Dalian University of Technology,,NOSCHOLARPAGE
Jichang Zhao,Beihang University,,NOSCHOLARPAGE
Jie Zhang 0002,Nanyang Technological University,,NOSCHOLARPAGE
Jie Zhang 0053,Nanjing University,,NOSCHOLARPAGE
Jiehan Zhou,University of Oulu,,NOSCHOLARPAGE
Jiejun Hu,University of Essex,,NOSCHOLARPAGE
Jieting Cheng,Shandong University,,NOSCHOLARPAGE
Jifan Liu,Tsinghua University,,NOSCHOLARPAGE
Jiguo Yu,Qilu University of Technology,,NOSCHOLARPAGE
Jiheng Huang,California State University at Los Angeles,,NOSCHOLARPAGE
Jihong Ding,Zhejiang University,,NOSCHOLARPAGE
Jiming Chen 0001,Zhejiang University,,NOSCHOLARPAGE
Jin-Hee Cho,Virginia Polytechnic Institute and State University,,NOSCHOLARPAGE
Jinbao Wang,Harbin Institute of Technology,,NOSCHOLARPAGE
Jindong Cheng,Xi'an Jiaotong University,,NOSCHOLARPAGE
Jing Qiu 0002,Guangzhou University,,NOSCHOLARPAGE
Jing Yuan 0002,University of Texas at Dallas,,NOSCHOLARPAGE
Jing-Ru C. Cheng,U.S. Army Engineer Research and Development Center,,NOSCHOLARPAGE
Jing-Shiang Hwang,Academia Sinica,,NOSCHOLARPAGE
Jingbo Huang,National University of Defense Technology,,NOSCHOLARPAGE
Jinghua Li,Chongqing University,,NOSCHOLARPAGE
Jingsheng Lei,Shanghai University,,NOSCHOLARPAGE
Jingwen Zhang,University of Technology Sydney,,NOSCHOLARPAGE
Jinhe Shi,New Jersey Institute of Technology,,NOSCHOLARPAGE
Jinman Kim,University of Sydney,,NOSCHOLARPAGE
Jinquan Zeng,UESTC,,NOSCHOLARPAGE
Jinshu Cui,University of Southern California,,NOSCHOLARPAGE
Jinyin Chen,Zhejiang University,,NOSCHOLARPAGE
Jinyu Cai,Fuzhou University,,NOSCHOLARPAGE
Jipeng Cui,Tongji University,,NOSCHOLARPAGE
Jiqiang Liu,Beijing Jiaotong University,,NOSCHOLARPAGE
Jiyao Hu,Fudan University,,NOSCHOLARPAGE
Jo Holliday,Cardiff University,,NOSCHOLARPAGE
Joachim Krieter,Christian-Albrechts-University,,NOSCHOLARPAGE
João R. Daniel,ISPA University Institute of Psychological Sciences,,NOSCHOLARPAGE
Joarder Kamruzzaman,Federation University Australia,,NOSCHOLARPAGE
Jochem Tolsma,Radboud University,,NOSCHOLARPAGE
Jodie Woolcock,University of Melbourne,,NOSCHOLARPAGE
Joel Martí,Autonomous University of Barcelona,,NOSCHOLARPAGE
Joel Schlosser,Georgia Institute of Technology,,NOSCHOLARPAGE
Joeri M. Mol,University of Melbourne,,NOSCHOLARPAGE
Johan Braeken,Tilburg University,,NOSCHOLARPAGE
Johan H. Koskinen,University of Melbourne,,NOSCHOLARPAGE
Johanne Saint-Charles,University of Quebec in Montreal,,NOSCHOLARPAGE
Johannes Glückler,Heidelberg University,,NOSCHOLARPAGE
Johannes Hedtrich,University of Kiel,,NOSCHOLARPAGE
Johannes Illenberger,Berlin Institute of Technology,,NOSCHOLARPAGE
Johannes Zschache,University of Leipzig,,NOSCHOLARPAGE
John A. Schneider,University of Chicago,,NOSCHOLARPAGE
John Belchamber,Telefónica Research,,NOSCHOLARPAGE
John Bryden,Royal Holloway University of London,,NOSCHOLARPAGE
John C. S. Lui,Chinese University of Hong Kong,,NOSCHOLARPAGE
John Darlington,Imperial College London,,NOSCHOLARPAGE
John Domini,University of Florida,,NOSCHOLARPAGE
John Griffith,Northeastern University,,NOSCHOLARPAGE
John Korah,Illinois Institute of Technology,,NOSCHOLARPAGE
John Levi Martin,University of Chicago,,NOSCHOLARPAGE
John Lievens,Ghent University,,NOSCHOLARPAGE
John M. Levine,University of Pittsburgh,,NOSCHOLARPAGE
John M. Light,Oregon Research Institute,,NOSCHOLARPAGE
John M. Roberts Jr.,University of New Mexico,,NOSCHOLARPAGE
John O'Donovan,University of California - Santa Barbara,,NOSCHOLARPAGE
John P. Boyd 0002,University of California - Irvine,,NOSCHOLARPAGE
John Panneerselvam,University of Derby,,NOSCHOLARPAGE
John R. Hipp,University of California - Irvine,,NOSCHOLARPAGE
John Sandberg,McGill University,,NOSCHOLARPAGE
John Skvoretz,University of South Florida,,NOSCHOLARPAGE
John Ternovski,Yale University,,NOSCHOLARPAGE
John W. McDonald,University of Southampton,,NOSCHOLARPAGE
John Yawney,University of Guelph,,NOSCHOLARPAGE
John Yen,Pennsylvania State University,,NOSCHOLARPAGE
Jolanta Aritz,University of Southern California,,NOSCHOLARPAGE
Jon A. Krosnick,Stanford University,,NOSCHOLARPAGE
Jonathan Brauer,Indiana University,,NOSCHOLARPAGE
Jonathan H. Morgan,Duke University,,NOSCHOLARPAGE
Jonathan J. Forster,University of Southampton,,NOSCHOLARPAGE
Jonathan Ozik,Argonne National Laboratory,,NOSCHOLARPAGE
Jonathan Rodriguez 0001,University of South Wales,,NOSCHOLARPAGE
Jonathan Stewart,Rice University,,NOSCHOLARPAGE
Jonathon N. Cummings,Massachusetts Institute of Technology,,NOSCHOLARPAGE
Joongyum Kim,KAIST,,NOSCHOLARPAGE
Joonmo Son,National University of Singapore,,NOSCHOLARPAGE
Joop J. Hox,University of Amsterdam,,NOSCHOLARPAGE
Jooske T. van Busschbach,University of Groningen,,NOSCHOLARPAGE
Jordi Brandts,Institute of Economic Analysis and Barcelona GSE,,NOSCHOLARPAGE
Jorge Saldivar,Catholic University,,NOSCHOLARPAGE
Joris Mulder,Tilburg University,,NOSCHOLARPAGE
Joris van der Veer,Utrecht University,,NOSCHOLARPAGE
José Aguilar 0001,University of Los Andes,,NOSCHOLARPAGE
José Antônio G. Pinho,Federal University of Bahia,,NOSCHOLARPAGE
José Atilano Pena-López,University of A Coruña,,NOSCHOLARPAGE
Jose Emmanuel Ramirez-Marquez,Stevens Institute of Technology,,NOSCHOLARPAGE
José Luis Iribarren,Autonomous University of Madrid,,NOSCHOLARPAGE
José Luis Molina,Autonomous University of Barcelona,,NOSCHOLARPAGE
Jose Manuel Sánchez-Santos,University of A Coruña,,NOSCHOLARPAGE
José Ramiro Caballero Hoyos,Epidemiological Research and Adolescence Health Center Unit; Mexican Institute of Social Security,,NOSCHOLARPAGE
José-Fernán Martínez-Ortega,Polytechnic University of Madrid,,NOSCHOLARPAGE
Josef Woldense,University Minnesota,,NOSCHOLARPAGE
Joseph Winstead Sirrianni,University of Arkansas,,NOSCHOLARPAGE
Joshua D. Freilich,City University of New York,,NOSCHOLARPAGE
Joshua D. Guzman,Future Operations Investigation Laboratory Air Force Institute of Technology Wright-Patterson Air Force Base,,NOSCHOLARPAGE
Joshua E. Marineau,Dakota State University,,NOSCHOLARPAGE
Joshua M. Chamberlain,Boise State University,,NOSCHOLARPAGE
Joshua S. Weitz,Georgia Institute of Technology,,NOSCHOLARPAGE
Josiane Chatellet,University Paris-Dauphine,,NOSCHOLARPAGE
Joydeep Chandra,IIT Patna,,NOSCHOLARPAGE
Juan Arroyo Flores,University of South Florida,,NOSCHOLARPAGE
Juan Carlos Losada,Polytechnic University of Madrid,,NOSCHOLARPAGE
Juan D. Díaz,University of Chile,,NOSCHOLARPAGE
Juan I. Casse,University of California - Riverside,,NOSCHOLARPAGE
Juan Ni,South China Normal University,,NOSCHOLARPAGE
Juanjuan Li,Beijing Institute of Technology,,NOSCHOLARPAGE
Juanjuan Yao,Shanghai University,,NOSCHOLARPAGE
Judd Antin,Airbnb,,NOSCHOLARPAGE
Judith A. Effken,University of Arizona,,NOSCHOLARPAGE
Judith Meinert,University of Duisburg-Essen,,NOSCHOLARPAGE
Juha Roslakka,University of Joensuu,,NOSCHOLARPAGE
Juho Hamari,Tampere University,,NOSCHOLARPAGE
Juho Kim,KAIST,,NOSCHOLARPAGE
Jukka Nyblom,University of Joensuu,,NOSCHOLARPAGE
Jukka-Pekka Onnela,Oxford University,,NOSCHOLARPAGE
Julia Brennecke,Swinburne University of Technology,,NOSCHOLARPAGE
Júlia Koltai,Eötvös Loránd University,,NOSCHOLARPAGE
Julia Lee,University of Michigan,,NOSCHOLARPAGE
Julian Chibane,Julius Maximilians University Würzburg,,NOSCHOLARPAGE
Julian Tritscher,Julius Maximilians University Würzburg,,NOSCHOLARPAGE
Juliana Cobre,USP,,NOSCHOLARPAGE
Julien Brailly,University Paris-Dauphine,,NOSCHOLARPAGE
Juliette Stehlé,CNRS,,NOSCHOLARPAGE
Júlio Cezar Estrella,University of São Paulo,,NOSCHOLARPAGE
Jun Feng 0007,St. Francis Xavier University,,NOSCHOLARPAGE
Jun Jason Zhang,Wuhan University,,NOSCHOLARPAGE
Jun Wu 0001,Shanghai Jiao Tong University,,NOSCHOLARPAGE
Jun Wu 0004,National University of Defense Technology,,NOSCHOLARPAGE
Jun Zhang 0010,Deakin University,,NOSCHOLARPAGE
Jun Zhang 0040,Chinese Academy of Sciences,,NOSCHOLARPAGE
Junzhuang Wu,Huazhong University of Science and Technology,,NOSCHOLARPAGE
Jure Leskovec,Stanford University,,NOSCHOLARPAGE
Jürgen Lerner,University of Konstanz,,NOSCHOLARPAGE
Jürgen Pfeffer,Technical University of Munich,,NOSCHOLARPAGE
Justin H. Gross,University of North Carolina,,NOSCHOLARPAGE
Justin H. Kirkland,University of Houston,,NOSCHOLARPAGE
Justin M. Wozniak,Argonne National Laboratory,,NOSCHOLARPAGE
Justus Uitermark,University of Amsterdam,,NOSCHOLARPAGE
jimi adams,University of Colorado,,NOSCHOLARPAGE
